PlayerID,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,PF
mooreta02,2.0,0.0,10.0,3.0,4.0,0.5,1.0,0.0,1.0,0.0
ruperra01,52.0,0.0,8.8,3.0,1.3,0.5,0.3,0.1,0.6,0.7
tuckepj01,3.0,1.0,19.3,3.0,2.7,0.0,0.3,0.3,0.3,2.7
nancepe01,13.0,1.0,10.6,2.9,1.6,0.8,0.2,0.2,0.3,1.3
nancepe01,7.0,0.0,9.7,2.1,1.4,0.4,0.1,0.0,0.0,1.4
nancepe01,6.0,1.0,11.7,3.8,1.8,1.2,0.2,0.3,0.7,1.2
fultzma01,21.0,0.0,8.8,2.9,1.0,1.3,0.5,0.1,0.7,0.6
gibsota01,37.0,11.0,11.1,2.9,3.2,0.6,0.2,0.5,0.7,1.5
smithty02,23.0,0.0,5.3,2.9,1.1,0.2,0.1,0.2,0.3,0.5
dennira01,11.0,0.0,6.4,2.7,1.1,1.3,0.6,0.2,0.5,0.6
dukeda01,6.0,0.0,5.7,2.7,0.8,0.7,0.2,0.0,0.3,0.2
johnske10,16.0,0.0,6.1,2.7,1.8,0.3,0.3,0.3,0.3,0.7
beekmre01,36.0,4.0,13.0,2.6,1.1,1.8,0.9,0.1,0.6,1.0
beekmre01,2.0,0.0,2.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5
beekmre01,34.0,4.0,13.7,2.7,1.1,1.8,0.9,0.1,0.6,1.0
crowdja01,9.0,2.0,11.4,2.6,2.2,0.7,0.3,0.0,0.4,1.1
minotjo01,46.0,0.0,6.0,2.6,1.0,0.4,0.3,0.3,0.2,0.7
tysonhu01,51.0,2.0,7.8,2.6,1.5,0.4,0.2,0.1,0.3,0.9
sprinja01,43.0,2.0,8.5,2.5,1.3,0.8,0.6,0.1,0.4,1.0
sprinja01,26.0,0.0,5.4,1.7,0.9,0.4,0.5,0.0,0.2,0.7
sprinja01,17.0,2.0,13.2,3.8,2.0,1.4,0.7,0.2,0.7,1.5
jemistr01,38.0,0.0,10.3,2.5,2.8,0.4,0.2,0.4,0.6,1.8
jemistr01,16.0,0.0,10.4,2.4,2.8,0.6,0.4,0.4,0.6,1.7
jemistr01,22.0,0.0,10.3,2.6,2.8,0.3,0.1,0.4,0.6,1.9
gillan01,51.0,0.0,7.8,2.5,1.3,0.3,0.2,0.0,0.2,0.6
jonesdi01,54.0,3.0,10.2,2.5,2.2,1.1,0.3,0.1,0.5,1.0
spencpa01,39.0,0.0,6.4,2.5,1.2,1.2,0.4,0.1,0.5,0.5
davisjo06,34.0,0.0,7.1,2.4,1.1,0.3,0.4,0.2,0.2,0.5
kolokch01,37.0,0.0,9.2,2.4,2.5,0.4,0.2,0.4,0.3,1.2
konchjo01,46.0,4.0,12.1,2.4,3.3,0.9,0.7,0.3,0.3,0.7
beaucma01,35.0,0.0,4.5,2.3,1.3,0.3,0.1,0.0,0.4,0.4
beaucma01,26.0,0.0,4.7,2.0,1.2,0.3,0.1,0.0,0.5,0.4
beaucma01,3.0,0.0,5.7,4.0,1.0,0.7,0.0,0.0,0.3,0.7
beaucma01,6.0,0.0,2.8,2.5,1.5,0.2,0.2,0.0,0.2,0.3
jamesbr02,27.0,1.0,6.7,2.3,0.7,0.8,0.3,0.1,0.5,0.5
jonesma05,10.0,0.0,4.5,2.3,0.9,1.1,0.0,0.1,0.1,0.3
norrimi01,3.0,0.0,11.7,2.3,3.0,0.0,0.7,0.3,0.0,0.0
baldwpa01,24.0,0.0,4.5,2.2,1.0,0.1,0.1,0.1,0.2,0.3
baldwpa01,22.0,0.0,4.6,2.1,1.0,0.1,0.1,0.1,0.2,0.2
baldwpa01,2.0,0.0,3.0,3.0,1.5,0.5,0.0,0.0,0.0,1.0
peterdr01,25.0,1.0,7.4,2.2,1.6,0.5,0.2,0.1,0.3,0.7
washity02,16.0,0.0,7.4,2.2,0.8,1.0,0.2,0.0,0.2,0.3
mclaujo01,46.0,0.0,6.8,2.1,0.7,1.1,0.3,0.0,0.3,0.4
mclaujo01,28.0,0.0,6.8,1.9,0.8,0.9,0.4,0.0,0.4,0.5
mclaujo01,18.0,0.0,6.9,2.5,0.5,1.5,0.3,0.1,0.3,0.3
davisjd01,16.0,0.0,5.8,2.1,0.8,0.8,0.3,0.1,0.8,0.1
duartch01,17.0,0.0,4.4,2.1,1.2,0.5,0.0,0.0,0.1,0.4
freemen01,22.0,1.0,8.2,2.1,1.4,0.4,0.1,0.1,0.3,1.0
furphjo01,50.0,0.0,7.6,2.1,1.4,0.4,0.4,0.2,0.2,0.8
poweldw01,55.0,3.0,10.0,2.1,2.1,1.0,0.3,0.4,0.3,1.4
chrisjo01,14.0,0.0,4.9,2.0,0.6,0.6,0.4,0.2,0.4,0.1
kolekty01,41.0,0.0,7.2,2.0,0.7,1.7,0.3,0.1,0.4,0.6
sanogad01,4.0,0.0,5.3,2.0,1.5,0.3,0.0,0.0,0.3,0.3
brownko01,40.0,0.0,6.8,1.9,1.6,0.6,0.2,0.1,0.3,0.6
hukpoar01,25.0,1.0,8.7,1.9,2.0,0.4,0.0,0.6,0.8,1.3
klintbo01,8.0,0.0,5.3,1.9,0.9,0.9,0.3,0.1,0.1,1.0
templga01,28.0,0.0,8.1,1.9,1.0,1.1,0.6,0.1,0.4,0.8
simsje01,53.0,5.0,11.9,1.8,3.7,0.6,0.2,0.4,0.6,1.2
simsje01,39.0,5.0,10.8,1.6,3.3,0.6,0.2,0.3,0.5,1.2
simsje01,14.0,0.0,15.0,2.4,4.9,0.8,0.1,0.6,0.9,1.4
cancavl01,13.0,0.0,10.5,1.8,2.5,0.7,0.2,0.2,0.8,0.8
flaglad01,37.0,0.0,5.5,1.8,0.7,0.3,0.2,0.1,0.1,0.4
flowetr01,6.0,0.0,4.5,1.8,0.7,0.0,0.0,0.0,0.2,0.7
liddeej01,12.0,0.0,4.4,1.8,0.8,0.3,0.1,0.1,0.2,0.9
youngja05,6.0,0.0,5.0,1.8,0.5,1.0,0.0,0.0,0.2,0.3
dadiepa01,18.0,0.0,6.2,1.7,1.0,0.3,0.2,0.1,0.2,0.4
ducasal01,21.0,0.0,6.0,1.7,1.2,0.2,0.2,0.0,0.2,0.6
hallpj01,19.0,0.0,3.5,1.7,1.2,0.2,0.0,0.2,0.1,0.6
milleem01,6.0,0.0,4.2,1.7,1.3,0.3,0.2,0.0,0.0,0.5
thomptr01,40.0,0.0,8.2,1.7,3.4,0.6,0.1,0.3,0.4,0.9
lenal01,46.0,7.0,8.3,1.6,2.1,0.8,0.2,0.5,0.4,1.2
lenal01,36.0,3.0,7.2,1.4,1.8,0.8,0.2,0.5,0.3,1.0
lenal01,10.0,4.0,12.2,2.2,3.1,0.8,0.1,0.3,0.9,2.1
kawamyu01,22.0,0.0,4.2,1.6,0.5,0.9,0.1,0.0,0.2,0.4
mcveija01,9.0,0.0,4.8,1.6,0.6,0.1,0.0,0.2,0.2,0.3
armeltr01,9.0,0.0,7.4,1.6,1.7,0.1,0.4,0.2,0.3,0.7
walshjo01,52.0,1.0,7.8,1.6,1.3,0.4,0.2,0.2,0.3,0.6
wheelph02,5.0,0.0,8.8,1.6,1.6,0.4,0.2,0.4,0.2,0.2
cissosi01,22.0,0.0,5.2,1.5,1.0,0.7,0.1,0.0,0.5,0.5
cissosi01,17.0,0.0,3.2,1.3,0.6,0.4,0.1,0.0,0.1,0.4
cissosi01,5.0,0.0,12.0,2.0,2.2,1.8,0.2,0.2,1.8,0.8
gortmja01,16.0,0.0,3.6,1.5,0.3,0.4,0.1,0.1,0.3,0.6
mcculke01,4.0,0.0,7.3,1.5,2.0,0.5,0.3,0.3,0.0,1.5
millele01,13.0,0.0,2.5,1.5,0.8,0.0,0.2,0.1,0.2,0.2
olivaqu01,2.0,0.0,5.0,1.5,0.0,0.5,0.0,0.0,0.5,0.0
ryanma01,19.0,0.0,3.6,1.5,0.4,0.2,0.1,0.0,0.2,0.1
toppija01,17.0,0.0,4.5,1.4,0.9,0.4,0.1,0.0,0.2,0.2
toppija01,16.0,0.0,3.1,0.4,0.7,0.3,0.1,0.0,0.1,0.2
toppija01,1.0,0.0,27.0,17.0,4.0,2.0,0.0,0.0,1.0,0.0
chrisca02,13.0,0.0,4.5,1.4,0.9,0.5,0.4,0.1,0.2,0.3
livinch01,21.0,1.0,5.0,1.4,1.7,0.2,0.2,0.0,0.3,0.4
alexatr01,24.0,0.0,4.9,1.3,0.5,0.5,0.1,0.0,0.2,0.4
jonessp01,20.0,0.0,6.3,1.3,0.9,0.3,0.3,0.3,0.3,0.9
labissk01,4.0,0.0,3.0,1.3,0.8,0.3,0.0,0.0,0.0,0.3
bridgja01,8.0,0.0,3.8,1.1,0.5,0.0,0.0,0.0,0.5,0.0
colliyu01,2.0,0.0,8.0,1.0,1.5,2.0,1.0,0.0,0.0,2.5
jenkida01,7.0,0.0,3.3,1.0,0.3,0.4,0.0,0.0,0.1,0.3
keybr01,3.0,0.0,3.7,1.0,0.7,0.0,0.7,0.0,0.3,0.0
mcgowbr01,13.0,0.0,2.5,1.0,0.2,0.2,0.1,0.0,0.3,0.2
tillmxa01,33.0,2.0,7.0,1.0,1.3,0.2,0.3,0.2,0.4,0.5
travelu01,12.0,0.0,7.3,1.0,1.7,0.7,0.1,0.1,0.7,0.5
crawfis01,15.0,0.0,3.1,0.9,0.5,0.1,0.1,0.1,0.1,0.1
minayju01,19.0,0.0,5.3,0.9,0.5,0.4,0.3,0.1,0.3,0.6
watsoan02,9.0,0.0,2.4,0.9,0.3,0.2,0.1,0.0,0.2,0.3
cartodj01,4.0,0.0,8.3,0.8,1.0,0.8,0.5,0.0,1.0,0.3
doziepj01,9.0,0.0,3.9,0.8,0.6,0.6,0.1,0.0,0.1,0.3
inglejo01,19.0,1.0,6.0,0.8,0.6,1.2,0.1,0.0,0.5,0.6
ingraha01,5.0,0.0,7.0,0.8,1.8,0.6,0.6,0.0,0.2,0.4
chomcul01,7.0,0.0,4.6,0.7,1.1,0.3,0.0,0.1,0.3,0.7
johnsja01,12.0,0.0,3.1,0.7,0.5,0.3,0.0,0.2,0.3,0.4
robbili01,13.0,0.0,4.4,0.7,0.9,0.2,0.2,0.2,0.5,0.7
umudest01,22.0,0.0,3.9,0.7,0.8,0.2,0.1,0.3,0.1,0.4
cuiyo01,5.0,0.0,2.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
newtotr01,8.0,0.0,2.0,0.4,0.5,0.3,0.1,0.0,0.3,0.5
newtotr01,5.0,0.0,1.6,0.6,0.0,0.2,0.0,0.0,0.2,0.4
newtotr01,3.0,0.0,2.7,0.0,1.3,0.3,0.3,0.0,0.3,0.7
leonsma01,6.0,0.0,3.5,0.3,0.5,0.2,0.0,0.0,0.2,0.7
nixda01,3.0,0.0,4.3,0.3,1.3,1.0,0.0,0.0,1.3,0.3
daviste02,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
edwarje01,2.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0
mccluma01,2.0,0.0,5.0,0.0,0.5,1.5,0.0,0.0,0.0,1.0
mcdanja01,4.0,0.0,1.8,0.0,0.0,0.3,0.3,0.0,0.0,0.0
minixri01,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
okafoja01,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
pullizy01,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steveis01,3.0,0.0,2.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0
taylote01,3.0,0.0,2.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0
-9999,,,,,,,,,,
